chr	pos	data_HepG2_WT_v_KD	term_HepG2_WT_v_KD	p.value_HepG2_WT_v_KD	note_HepG2_WT_v_KD	p.value.BH_HepG2_WT_v_KD	delta_delrate_P101_HepG2_WT_v_KD	delta_delrate_P102_HepG2_WT_v_KD	dd_delrate_HepG2_WT_v_KD	data_HepG2_WT_v_OE	term_HepG2_WT_v_OE	p.value_HepG2_WT_v_OE	note_HepG2_WT_v_OE	p.value.BH_HepG2_WT_v_OE	delta_delrate_P4_HepG2_WT_v_OE	delta_delrate_P3_HepG2_WT_v_OE	dd_delrate_HepG2_WT_v_OE	data_293T_WT_v_KD	term_293T_WT_v_KD	p.value_293T_WT_v_KD	note_293T_WT_v_KD	p.value.BH_293T_WT_v_KD	delta_delrate_P101_293T_WT_v_KD	delta_delrate_P102_293T_WT_v_KD	dd_delrate_293T_WT_v_KD	data_293T_WT_v_OE	term_293T_WT_v_OE	p.value_293T_WT_v_OE	note_293T_WT_v_OE	p.value.BH_293T_WT_v_OE	delta_delrate_P4_293T_WT_v_OE	delta_delrate_P3_293T_WT_v_OE	dd_delrate_293T_WT_v_OE	data_Both_WT_v_KD	term_Both_WT_v_KD	p.value_Both_WT_v_KD	note_Both_WT_v_KD	p.value.BH_Both_WT_v_KD	delta_delrate_P101_Both_WT_v_KD	delta_delrate_P102_Both_WT_v_KD	dd_delrate_Both_WT_v_KD	data_Both_WT_v_OE	term_Both_WT_v_OE	p.value_Both_WT_v_OE	note_Both_WT_v_OE	p.value.BH_Both_WT_v_OE	delta_delrate_P4_Both_WT_v_OE	delta_delrate_P3_Both_WT_v_OE	dd_delrate_Both_WT_v_OE	delta_delrate	quartile
M6PR_chr12_8941306	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.001993173634085945		0.001993173634085945	0.28200419334706656	0.34590802763012746	0.0639038342830609		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.2910769988800127	4
MALAT1_chr11_65503351	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	8.932629869315451e-4		8.932629869315451e-4	0.2676253061256833	0.5319041490377222	0.2642788429120389		glm_model_factor	4.408917519962785e-7		4.408917519962785e-7	0.11929029467145551	0.27990122378555005	0.16061092911409452		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	5.968183805545575e-4		5.968183805545575e-4	0.10913540131392721	0.21536843276842013	0.10623303145449292		glm_model_factor	8.47865777729173e-6		8.47865777729173e-6	0.28285556283030494	0.5255397034654742	0.24268414063516924	0.2661906432963822	4
MBNL1_chr3_152300250	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.9240799024514765e-12		1.9240799024514765e-12	-0.014057183847632833	0.3514581895002637	0.3655153733478965		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.0014686137188727323		0.0014686137188727323	0.006417401372957786	0.0631765133710305	0.056759111998072716		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	7.449890027291674e-10		7.449890027291674e-10	-0.003787963838068618	0.13580773581705194	0.13959569965512056	2.8734606862945364e-4	1
MSN_chrX_65740878	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.017831813879078135		0.017831813879078135	0.1623427281067287	0.43641635857168987	0.27407363046496114		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.0010373117329235374		0.0010373117329235374	0.19504121920502324	0.3783481713504471	0.1833069521454239		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.422435870201524e-5		1.422435870201524e-5	0.17936591724473952	0.4073822649610685	0.22801634771632898	0.12067661803764826	3
MXRA7_chr17_76680662	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	5.977246104963868e-25		5.977246104963868e-25	-0.0028434751853647555	0.5516750044122405	0.5545184795976053		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.396400347393962e-6		2.396400347393962e-6	0.11427623450044738	0.4257676181761678	0.31149138367572043		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.1326420188287553e-20		2.1326420188287553e-20	0.05552756980235602	0.48872131129420415	0.43319374149184814	0.05448665415880993	2
NCAPD2_chr12_6495089	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	3.366283020093869e-16		3.366283020093869e-16	-0.0049297684781555735	0.44303645671990083	0.4479662251980564		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.5821376279617226e-6		1.5821376279617226e-6	0.07193448115400079	0.38375583285071163	0.3118213516967108	0.05289093482275857	2
NIBAN2_chr9_127506478	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.41263198240722e-14		2.41263198240722e-14	0.273299105097493	0.4233401836525026	0.1500410785550096		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.431686930803295e-12		1.431686930803295e-12	0.35698851788297936	0.42976215892243064	0.07277364103945128	0.3676996246644448	4
NOMO2_chr16_18524555	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	3.5064662314683514e-6		3.5064662314683514e-6	0.001255084042692077	0.06233035180577748	0.0610752677630854		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.031883571388138535		0.031883571388138535	0.029894654293800556	0.10543162328613183	0.07553696899233127		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	9.829940161841769e-4		9.829940161841769e-4	0.01562840111161926	0.08388098754595466	0.0682525864343354	0.007327179079296834	1
PHACTR4_chr1_28496623	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.6898990522629664e-20		1.6898990522629664e-20	-0.0123883079416545	0.20211027249493752	0.214498580436592		glm_model_factor	5.354667789577387e-6		5.354667789577387e-6	0.09460194107852463	0.29384500662635954	0.1992430655478349		glm_model_factor	0.0038908717797002503		0.0038908717797002503	0.2761015998573807	0.40906306794542957	0.13296146808804887		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	7.923354008798191e-8		7.923354008798191e-8	0.2049775154754516	0.30558667022018354	0.10060915474473195	0.13037859718946807	3
POGZ_chr1_151424066	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.3442454688137139e-9		1.3442454688137139e-9	-7.114521732382367e-4	0.13354866500875878	0.134260117181997		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	5.0983666785196765e-6		5.0983666785196765e-6	0.03330841938328616	0.21215396611070636	0.1788455467274202	0.023390111933336805	2
PPP1R12B_chr1_202587327	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	3.198922588282505e-26		3.198922588282505e-26	0.1915203488706041	0.24395894635908771	0.05243859748848362		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.013141408027567886		0.013141408027567886	0.48237628883386263	0.6272675016357961	0.1448912128019335		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	8.82515121162084e-12		8.82515121162084e-12	0.36656027848719996	0.43561322399744185	0.06905294551024188	0.30030218124256836	4
PRDX4_chrX_23679225	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	3.9396981222426905e-4		3.9396981222426905e-4	0.0017613587508201866	0.08065441432581416	0.07889305557499397		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.01655585755390225	1
PTPRA_chr20_3021373	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	3.7628029652927395e-26		3.7628029652927395e-26	0.003260267071852077	0.2139164386902281	0.21065617161837602		glm_model_factor	8.149545067476993e-4		8.149545067476993e-4	0.044874941185334416	0.10350012757394417	0.05862518638860975		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.919021335823819e-7		1.919021335823819e-7	0.05915609008848477	0.22365598674600448	0.1644998966575197	0.05845023946527575	2
RBM39P1_chrX_44030815	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.3840427700196231e-36		1.3840427700196231e-36	-0.025860428279354815	0.028743046284527254	0.054603474563882065		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.03462067773752504	2
RECQL_chr12_21501357	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	4.699950482553505e-12		4.699950482553505e-12	0.03145807525070306	0.280606677903956	0.24914860265325295		glm_model_factor	1.3733095740025637e-4		1.3733095740025637e-4	0.047484192547042434	0.15218805765233853	0.1047038651052961		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	5.923760102178373e-7		5.923760102178373e-7	0.04391366292968119	0.10823268528858025	0.06431902235889905		glm_model_factor	9.63892847124705e-10		9.63892847124705e-10	0.08623074507860017	0.27924955865309936	0.19301881357449918	0.08108658145581267	3
RNF216P1.RBAK-RBAKDN_chr7_4997057	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	5.016303331468165e-214		5.016303331468165e-214	-0.012134609178479722	0.46484850709209097	0.47698311627057066		glm_model_factor	0.010390821417538732		0.010390821417538732	0.027975967609150526	0.0946479904368202	0.06667202282766968		glm_model_factor	2.0370064342481136e-4		2.0370064342481136e-4	0.10928703963544606	0.27775264810801653	0.16846560847257047		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.618351963855606e-77		2.618351963855606e-77	0.047602401800966934	0.37130057760005375	0.32369817579908683	0.0806498935208243	3
SELENON_chr1_25817843	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	3.201288626288646e-8		3.201288626288646e-8	-8.422719961814867e-4	0.1658360783859495	0.16667835038213097		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.03648344068944374	2
SH3BP5L_chr1_248824868	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.0013054397811075e-30		2.0013054397811075e-30	0.026416946318583774	0.6556444428350434	0.6292274965164596		glm_model_factor	0.014473672412767992		0.014473672412767992	0.14799981198497578	0.3137445111112808	0.16574469912630505		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.874383569875846e-32		1.874383569875846e-32	0.2055098762419626	0.2596346108695797	0.05412473462761708		glm_model_factor	1.3601030375365516e-6		1.3601030375365516e-6	0.23454762693243744	0.5730747327166399	0.3385271057842024	0.23325009362013108	4
SLC11A2_chr12_50990886	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.82764863154314e-15		2.82764863154314e-15	-0.0014319005365304933	0.392207395555605	0.3936392960921355		glm_model_factor	0.011029245396604265		0.011029245396604265	0.016131965545035876	0.09325029663195263	0.07711833108691675		glm_model_factor	0.03273982617010614		0.03273982617010614	0.07378693378465195	0.19639632128471338	0.12260938750006142		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.6406303301412823e-7		2.6406303301412823e-7	0.03607013080948502	0.29430185842015916	0.25823172761067414	0.03255786293472493	2
SMLR1_chr6_130835990	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.0011156099923233533		0.0011156099923233533	-0.0036412769895317765	0.06840074992267094	0.07204202691220271		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.002749686083397451		0.002749686083397451	0.0050564848202251204	0.05671422330924901	0.051657738489023886	0.003970991848959517	1
SNRNP200_chr2_96274949	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	5.743685221578232e-4		5.743685221578232e-4	-0.00777899128974081	0.05384835429903275	0.06162734558877356		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.026145312987451486		0.026145312987451486	0.03988232878521745	0.10368167239091489	0.063799343605697445		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.001203996703906187		0.001203996703906187	0.02769111247011593	0.07876501334497382	0.05107390087485789	0.016146249325329456	1
SRSF11_chr1_70228419	61		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	3.8399134859318866e-14		3.8399134859318866e-14	-0.007430138543398884	0.15568210116094947	0.16311223970434835		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	4.1539306192180814e-8		4.1539306192180814e-8	-0.01069504984345198	0.06649035206676346	0.07718540191021545	-0.004185584269333638	1
STT3A_chr11_125595931	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	4.763823039055342e-17		4.763823039055342e-17	0.004322007171046138	0.1088012828797644	0.10447927570871826		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	7.486218469292033e-13		7.486218469292033e-13	-0.004804451885435761	0.053517551816454886	0.05832200370189065	-0.006176840972222514	1
TATDN3_chr1_212807781	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	8.94140744039274e-4		8.94140744039274e-4	-0.0016920473773265668	0.14024419702591906	0.14193624440324562		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.04117240342792164	2
TMEM14B_chr6_10759464	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	4.954954710591436e-8		4.954954710591436e-8	0.007827471624645962	0.1880126282875913	0.18018515666294532		glm_model_factor	6.782257481555135e-4		6.782257481555135e-4	0.1037438479982564	0.33278920544336166	0.22904535744510526		glm_model_factor	0.034166196956544714		0.034166196956544714	0.35343390016434106	0.5345817837177496	0.1811478835534085		glm_model_factor	0.014336170096970509		0.014336170096970509	0.11432926141897674	0.16778003406662267	0.05345077264764593		glm_model_factor	5.711618048546011e-4		5.711618048546011e-4	0.2670463932820254	0.3612972060026704	0.094250812720645	0.2468542783575764	4
TMEM222_chr1_27335748	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	4.366131163010779e-34		4.366131163010779e-34	0.08572327037137559	0.18981342281371108	0.10409015244233549		glm_model_factor	1.1873463083696011e-09		1.1873463083696011e-09	0.013541070187514763	0.09060253052227557	0.0770614603347608		glm_model_factor	7.447103204228266e-6		7.447103204228266e-6	0.13607657513409172	0.2481956003794605	0.11211902524536879		glm_model_factor	1.7097831591149624e-32		1.7097831591149624e-32	0.0014425752905243422	0.0596448887971917	0.05820231350666736		glm_model_factor	7.088348362140424e-15		7.088348362140424e-15	0.11575006128793658	0.2190045115965858	0.10325445030864921	0.07012635932111608	2
TSEN15_chr1_184054755	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.02827182324639e-11		1.02827182324639e-11	-0.006657543069198529	0.5107583403420246	0.5174158834112231		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.007570932216094963		0.007570932216094963	0.14067707965264659	0.3091063734491192	0.1684292937964726		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.1529155772222056e-7		1.1529155772222056e-7	0.08030003080896593	0.36005199456770703	0.2797519637587411	0.051563889234545586	2
TXNRD1_chr12_104348936	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	3.717262590169685e-8		3.717262590169685e-8	-8.144367901434853e-4	0.07463374885218142	0.0754481856423249		glm_model_factor	3.6602707646029936e-13		3.6602707646029936e-13	0.0012755046808817297	0.07125099219829799	0.06997548751741625		glm_model_factor	0.010069661507439353		0.010069661507439353	0.07150249669509101	0.13131969721850187	0.05981720052341086		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	5.555775426740999e-11		5.555775426740999e-11	0.03531752897857014	0.10297672303534164	0.0676591940567715	0.030994507456261484	2
USF2_chr19_35279516	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.5542856813179166e-29		2.5542856813179166e-29	-0.0024448197780206	0.055001144297252724	0.057445964075273324		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.8578674598769747e-10		2.8578674598769747e-10	0.051949138972161385	0.12595372571499638	0.074004586742835		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	4.105839845974091e-17		4.105839845974091e-17	0.025565930588749727	0.09047743500612454	0.06491150441737481	0.025191440477686934	2
YES1_chr18_736888	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	8.559613197964481e-5		8.559613197964481e-5	0.0023641346302300447	0.07608094788775141	0.07371681325752137		glm_model_factor	0.00432446052469473		0.00432446052469473	0.010897748877397789	0.07410152326186618	0.06320377438446839		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.04060486410863161	2
PIGN_chr18_62157203	65		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.0011597958252019336		0.0011597958252019336	0.006023013304566692	0.4718596218596221	0.46583660855505543		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.44201581145586816	4
SMG1_chr16_18829331	66		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	6.011730321594908e-22		6.011730321594908e-22	0.010227107809734395	0.45408754684873	0.4438604390389956		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	9.929264587241018e-6		9.929264587241018e-6	0.0761510851015563	0.36137965109821935	0.285228565996663		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.399326798442979e-29		1.399326798442979e-29	0.06952927113601645	0.39870299746996823	0.3291737263339518	0.07029573839637489	3
CCT2_chr12_69598339	65		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.027678453368698355		0.027678453368698355	0.04446748974008134	0.1126209430101213	0.06815345327003995		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.043256301429123505	2
CDK13_chr7_39987695	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.04273917566183313		0.04273917566183313	-0.006333254728036257	0.07308771578043356	0.07942097050846982		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.016440198667781517	1
CHP1_chr15_41280156	65		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	4.716888068737459e-5		4.716888068737459e-5	0.021854391498708416	0.10206309464031021	0.0802087031416018		glm_model_factor	1.2408354554068642e-5		1.2408354554068642e-5	0.05197941176362995	0.2131958192201714	0.16121640745654145		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	3.846380604833876e-9		3.846380604833876e-9	0.023158298814757415	0.10415297309611458	0.08099467428135718	0.027244533071193865	2
EIF4G3_chr1_20853590	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.01851486544179046		0.01851486544179046	0.10818171321569162	0.2752812095613036	0.16709949634561197		glm_model_factor	0.004448511883959186		0.004448511883959186	0.27159328931276516	0.4645256043732884	0.19293231506052322		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.2679152695812497	4
EML4_chr2_42329888	65		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	6.840671761790063e-5		6.840671761790063e-5	0.0645232116605987	0.3304488653638736	0.26592565370327487		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.0947962992530403e-4		1.0947962992530403e-4	0.0318416403536842	0.24755132364084986	0.21570968328716567		NA	NA	NA	NA	NA	NA	NA	0.2300388716222173	4
FKBP1B_chr2_24063441	65		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.03191032901937436		0.03191032901937436	0.023203706461289365	0.1432400240286771	0.12003631756738775		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.507703842663375e-5		2.507703842663375e-5	0.011576568293980148	0.07096995288494018	0.05939338459096003		NA	NA	NA	NA	NA	NA	NA	0.05779762657473222	2
GPC3_chrX_133900422	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	3.4487336561330217e-6		3.4487336561330217e-6	-0.005048166148061047	0.05691255763200536	0.06196072378006641		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	9.220501146960376e-4		9.220501146960376e-4	0.01594321123948419	0.07039998311833334	0.05445677187884915	0.019505890869639143	1
LTA4H_chr12_96035551	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	3.0637117907468997e-4		3.0637117907468997e-4	0.0034176443928511722	0.06047310502900416	0.05705546063615299		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.219316376563295e-5		1.219316376563295e-5	0.02075474049750774	0.0758799979129333	0.055125257415425566	0.02082499390046761	1
NFIA_chr1_61100043	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	7.714001335972346e-4		7.714001335972346e-4	0.010903717679476031	0.09915378063806415	0.08825006295858812		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	5.140997191627136e-4		5.140997191627136e-4	0.00676238682563135	0.05872470045448678	0.05196231362885543		NA	NA	NA	NA	NA	NA	NA	0.046708784897388195	2
RRN3_chr16_15086137	64		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.00831326374278322		0.00831326374278322	-0.05902474874822222	0.040699181475428635	0.09972393022365086		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.01701403134883686	1
SHB_chr9_38016100	65		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.002476530161304552		0.002476530161304552	0.008152384620055929	0.06482563215052006	0.056673247530464134		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.0187429061476932	1
SMAD3_chr15_67193224	65		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.006682391785685304		0.006682391785685304	0.02584209412587419	0.10054949632591965	0.07470740220004546		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.15580287586793606	3
STIM1_chr11_4092507	65		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.9291847955548102e-6		2.9291847955548102e-6	0.1326958554377505	0.333117268421366	0.20042141298361552		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.4823935117655987e-9		2.4823935117655987e-9	0.11652914743054688	0.2808389638382303	0.16430981640768344		NA	NA	NA	NA	NA	NA	NA	0.29051339513573937	4
TPP1_chr11_6617081	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	3.731949169790535e-14		3.731949169790535e-14	0.03455903683902066	0.12344440083218632	0.08888536399316566		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.10207731413548603	3
TXNRD3_chr3_126642127	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.026723602630500942		0.026723602630500942	0.08065750143341119	0.28312270028460057	0.20246519885118938		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.22768912354887016	4
UBE2J2_chr1_1254957	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.022627116719910863		0.022627116719910863	0.03619964080412541	0.10900177443830839	0.072802133634182975		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.044310582641828355	2
ZHX1-C8orf76.ZHX1_chr8_123249402	64		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.004508852674694284		0.004508852674694284	-0.0316220238095238	0.023391812865497064	0.05501383667502087		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.02003305211100643	1
ZNF561_chr19_9618174	63		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.007542720727445872		0.007542720727445872	-0.015174356709777584	0.04324184870370989	0.05841620541348747		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.02294597234328838	1
ZNF664.RFLNA_chr12_124012693	65		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.02073649882674497		0.02073649882674497	0.5580249633870251	0.6744405060486856	0.11641554266166043		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.6493718933043378	4
ACVR2B_chr3_38493029	65		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	3.4740271238616283e-4		3.4740271238616283e-4	0.10142391209521648	0.4363451441699199	0.33492123207470337		glm_model_factor	0.010993530393714314		0.010993530393714314	0.03393025193971187	0.32758164692705416	0.2936513949873423		glm_model_factor	1.7885639547376204e-05		1.7885639547376204e-05	0.10115063210851051	0.5467110762023528	0.4455604440938423	0.18203495246717966	3
AKAP1_chr17_57112506	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.02016927796412291		0.02016927796412291	0.005155686257210046	0.06383908155650264	0.0586833952992926		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.0015096403980740672	1
AP2B1_chr17_35724705	65		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.028921107014657367		0.028921107014657367	0.17166059638193507	0.3747506871218624	0.20309009073992731		glm_model_factor	0.008258736301852004		0.008258736301852004	0.07259991461501755	0.16341565836313898	0.09081574374812143		NA	NA	NA	NA	NA	NA	NA	0.19140544909166515	3
ARF3_chr12_48938164	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.002456525681862175		0.002456525681862175	0.19200020289549244	0.39073725428803924	0.1987370513925468		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.006667245117722146		0.006667245117722146	0.11531143157456972	0.30329357209187685	0.18798214051730713	0.08494423328878775	3
CLUHP3_chr16_31707321	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.010744414944615253		0.010744414944615253	0.005292503236649195	0.06931158908711389	0.0640190858504647		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.001718479017734754	1
