chr	pos	avg_delrate_BS	avg_delrate_input	all_below_thresh	delta_delrate	p.value	is_equivalent	equivalence_status	site_specific_eqbound	p.adjust_diff	category
INSIG2_chr2_118103902	64	0.01450016642264284	0.0087589133166716	TRUE	0.005741253105971239	NA	NA	NA	NA	NA	Unmodified
INTS10_chr8_19851849	65	0.24757530626911867	0.022806678106823314	FALSE	0.22476862816229534	0	FALSE	Not equivalent	1.2132767066215022	0	Modified
INTS1_chr7_1499581	66	0.3983514604742718	0.014459491828057114	FALSE	0.38389196864621467	0	FALSE	Not equivalent	1.5467517040687766	0	Modified
IPO5_chr13_98019786	65	0.01653766537714835	0.0019857840360240084	FALSE	0.014551881341124343	2.0282708467285678e-5	TRUE	Equivalent	3.316354503540649	2.0282708467285678e-5	Unmodified
IST1_chr16_71921394	66	0.001427769726270445	0	TRUE	0.001427769726270445	NA	NA	NA	NA	NA	Unmodified
ITFG1_chr16_47155488	62	0.0259052749249768	0.022077324561796615	TRUE	0.003827950363180184	NA	NA	NA	NA	NA	Unmodified
ITIH2_chr10_7730007	66	0.01104269050253781	0.011860052119861159	TRUE	-8.173616173233478e-4	NA	NA	NA	NA	NA	Unmodified
ITPR2_chr12_26415419	66	0.007719624794085397	0.009992453832207256	TRUE	-0.0022728290381218595	NA	NA	NA	NA	NA	Unmodified
ITPR2_chr12_26628136	66	0.00429758860065765	0	TRUE	0.00429758860065765	NA	NA	NA	NA	NA	Unmodified
ITPRIPL2_chr16_19121622	64	0.023461242582431992	0.013508425687965162	FALSE	0.00995281689446683	0.06501695372712515	TRUE	Equivalent	1.5998732288904827	0.06501695372712515	Unmodified
JPT2_chr16_1685534	65	0.0410974952908116	0.03282100496384783	FALSE	0.008276490326963773	0.2591740664352109	TRUE	Equivalent	0.9786939389274609	0.2591740664352109	Unmodified
KAT14_chr20_18159113	65	0.2000329720331696	0.0011873387817949068	FALSE	0.1988456332513747	1.4770156782225438e-36	FALSE	Not equivalent	3.815133589181786	1.4770156782225438e-36	Modified
KCNQ1OT1_chr11_2673615	66	0.012927885744544076	0.012195525430488756	TRUE	7.323603140553196e-4	NA	NA	NA	NA	NA	Unmodified
KCNQ1OT1_chr11_2685058	66	0.002718184540252704	0.0031001467733237763	TRUE	-3.8196223307107244e-4	NA	NA	NA	NA	NA	Unmodified
KIF3B_chr20_32333997	65	0.10273851145889074	0.056761649405911795	FALSE	0.04597686205297894	1.8755751276115983e-24	FALSE	Not equivalent	0.6862034161699833	1.8755751276115983e-24	Inconclusive
KIF4A_chrX_70301974	65	0.11538121292614703	0.024422168866075337	FALSE	0.09095904406007169	9.287784251139567e-198	FALSE	Not equivalent	1.1668743041739584	9.287784251139567e-198	Modified
KLC1_chr14_103685740	65	0.1237885107922519	0.017012112646619917	FALSE	0.10677639814563197	0	FALSE	Not equivalent	1.4231523695122128	0	Modified
KLHDC10_chr7_130132453	65	0.20162903744007937	0.0054221813475187315	FALSE	0.19620685609256064	1.8733825442904365e-213	FALSE	Not equivalent	2.376061971161201	1.8733825442904365e-213	Modified
KLHL12_chr1_202925001	66	0.013217269588828778	0.007614009417638783	FALSE	0.005603260171189995	0.06580656997712103	TRUE	Equivalent	2.0754730502484873	0.06580656997712103	Unmodified
KNTC1_chr12_122551455	66	0.011376818297522963	0.012308950026900129	TRUE	-9.321317293771655e-4	NA	NA	NA	NA	NA	Unmodified
KTN1_chr14_55684512	65	0.03832086391869	0.017283950617283966	FALSE	0.021036913301406036	0.27607613143091414	FALSE	Not equivalent	1.4113627761855279	0.27607613143091414	Inconclusive
LAMA5_chr20_62316025	66	0.048706597292916265	4.997668564680585e-4	FALSE	0.0482068304364482	2.9597489031278023e-18	FALSE	Not equivalent	4.666901907341303	2.9597489031278023e-18	Inconclusive
LAPTM4A_chr2_20037564	65	0.4362733274000748	0.0015233785822021115	FALSE	0.4347499488178727	4.1204082789393205e-48	FALSE	Not equivalent	3.5724786358266223	4.1204082789393205e-48	Modified
LARP4B_chr10_810246	66	0.1438443956643133	0.001900442381304893	FALSE	0.1419439532830084	3.0043804678562208e-40	FALSE	Not equivalent	3.358634135666113	3.0043804678562208e-40	Modified
LDHA_chr11_18399537	65	0.024416864780991206	0.013970452431336305	FALSE	0.010446412349654901	0.025573460974916633	TRUE	Equivalent	1.573516014692275	0.025573460974916633	Unmodified
LGALS3BP_chr17_78972128	66	0.006222991230384056	0.00421518840376313	TRUE	0.0020078028266209266	NA	NA	NA	NA	NA	Unmodified
LGALS3_chr14_55142591	64	0.005038504593646962	0.0034083476043291158	TRUE	0.0016301569893178466	NA	NA	NA	NA	NA	Unmodified
LIMK1_chr7_74121803	64	0.1116212604990274	0.1175036839526105	FALSE	-0.005882423453583099	0.7263340796976461	TRUE	Equivalent	0.41286147656097283	0.7263340796976461	Unmodified
LMAN1_chr18_59353292	66	0.0042659600655008175	0.005078934405184019	TRUE	-8.129743396832019e-4	NA	NA	NA	NA	NA	Unmodified
LPCAT1_chr5_1462982	65	0.0068430122315835335	0.005593544039945835	TRUE	0.0012494681916376989	NA	NA	NA	NA	NA	Unmodified
LPCAT3_chr12_6981615	66	0.03297159142542722	0.021756172145533877	FALSE	0.011215419279893345	2.5461036729933803e-4	TRUE	Equivalent	1.2458408876791358	2.5461036729933803e-4	Unmodified
LRMDA_chr10_75603324	66	0.0020068712479343934	0.0010068603629265669	TRUE	0.0010000108850078265	NA	NA	NA	NA	NA	Unmodified
LSM3_chr3_14181624	65	0.005673567450405353	0.00836333498775076	TRUE	-0.002689767537345407	NA	NA	NA	NA	NA	Unmodified
LTA4H_chr12_96035551	66	0.023428509337791982	0.0026035154373243705	FALSE	0.02082499390046761	2.047565601834046e-32	TRUE	Equivalent	3.0573510165033513	2.047565601834046e-32	Unmodified
LUC7L3_chr17_50750520	65	0.004125160633732506	0.00568306337537107	FALSE	-0.0015579027416385638	0.7874632917437809	TRUE	Equivalent	2.333779775841472	0.7874632917437809	Unmodified
M6PR_chr12_8941306	65	0.29576102624320755	0.00468402736319482	FALSE	0.2910769988800127	1.9513923576428945e-115	FALSE	Not equivalent	2.5089543878956153	1.9513923576428945e-115	Modified
MACF1_chr1_39388333	65	0.1363555605816368	0.004015235567870023	FALSE	0.13234032501376677	4.191170897350517e-115	FALSE	Not equivalent	2.650675626332647	4.191170897350517e-115	Modified
MALAT1_chr11_65503351	65	0.27674973571541434	0.010559092419032148	FALSE	0.2661906432963822	2.986484656898329e-195	FALSE	Not equivalent	1.7984874177662658	2.986484656898329e-195	Modified
MAP4K4_chr2_101714552	66	0.0037593984962406	0	TRUE	0.0037593984962406	NA	NA	NA	NA	NA	Unmodified
MAP4K4_chr2_101724679	66	0.006822931414572653	0.007095417662027407	TRUE	-2.7248624745475434e-4	NA	NA	NA	NA	NA	Unmodified
MAPKAP1_chr9_125444555	66	0.0012326968580635344	0.0016893006066287229	TRUE	-4.5660374856518844e-4	NA	NA	NA	NA	NA	Unmodified
MAPRE2_chr18_35141260	65	0.06828374637413297	8.25313622476357e-4	FALSE	0.06745843275165661	0	FALSE	Not equivalent	4.171723115329667	0	Modified
MARCHF7_chr2_159747935	66	0.004914890232991665	0.010419842931315426	FALSE	-0.005504952698323761	0.0025329444272910668	TRUE	Equivalent	1.8094532492364457	0.0025329444272910668	Unmodified
MBNL1_chr3_152300250	66	0.018057377710985055	0.0177700316423556	TRUE	2.8734606862945364e-4	NA	NA	NA	NA	NA	Unmodified
MCM3_chr6_52282137	66	0.004744893316440919	0.00927447401915807	TRUE	-0.004529580702717152	NA	NA	NA	NA	NA	Unmodified
MCM5_chr22_35424407	65	0.07314869427296955	0.006604214637148984	FALSE	0.06654447963582057	9.329147696010935e-287	FALSE	Not equivalent	2.20001867606149	9.329147696010935e-287	Modified
MDM2_chr12_68809205	66	3.349714517878822e-4	3.725088470851185e-4	TRUE	-3.753739529723627e-5	NA	NA	NA	NA	NA	Unmodified
MDM2_chr12_68840038	66	0.009524271268753806	0.0034020946733091728	TRUE	0.006122176595444634	NA	NA	NA	NA	NA	Unmodified
MDM2_chr12_68842017	66	6.6252893946111e-4	3.621504793119469e-4	TRUE	3.0037846014916315e-4	NA	NA	NA	NA	NA	Unmodified
METTL5_chr2_169822011	66	0	0.0072463768115942	TRUE	-0.0072463768115942	NA	NA	NA	NA	NA	Unmodified
MGST1_chr12_16363972	65	0.15720138133400233	0.13858025885088326	FALSE	0.018621122483119062	0.00718626897249075	TRUE	Equivalent	0.36787045825061626	0.00718626897249075	Unmodified
MRE11_chr11_94417979	66	0.4461916775557963	0.006171192127852176	FALSE	0.44002048542794414	2.6642214173932425e-104	FALSE	Not equivalent	2.260132161279888	2.6642214173932425e-104	Modified
MRPL3_chr3_131498207	66	0.028768158314063236	0.0012130663253769015	FALSE	0.027555091988686334	3.0829367894994466e-9	TRUE	Equivalent	3.7942006134634743	3.0829367894994466e-9	Unmodified
MRPL4_chr19_10252126	63	0.08512505860063344	0.09257316749430856	FALSE	-0.007448108893675129	3.972689177579579e-5	FALSE	Not equivalent	0.48853308092928716	3.972689177579579e-5	Inconclusive
MRPL52_chr14_22830077	65	0.0020371746600033715	0.002201207832265214	TRUE	-1.6403317226184244e-4	NA	NA	NA	NA	NA	Unmodified
MRPS21_chr1_150294195	65	0.3626779854538046	0.010537353146008469	FALSE	0.35214063230779613	8.330023538279198e-296	FALSE	Not equivalent	1.8001881502708748	8.330023538279198e-296	Modified
MRPS2_chr9_135504308	65	0.005714081815604287	0.007285855940689265	TRUE	-0.0015717741250849777	NA	NA	NA	NA	NA	Unmodified
MSH6_chr2_47799525	65	0.29143142312562487	0.011898366916088766	FALSE	0.2795330562095361	1.5386096629940065e-125	FALSE	Not equivalent	1.701019905947693	1.5386096629940065e-125	Modified
MSN_chrX_65740648	65	0.04120072119690335	0.006584708187546951	FALSE	0.0346160130093564	1.847818726646224e-54	FALSE	Not equivalent	2.202630971839413	1.847818726646224e-54	Inconclusive
MSN_chrX_65740878	65	0.16742736274401207	0.04675074470636381	FALSE	0.12067661803764826	3.86176079650671e-66	FALSE	Not equivalent	0.7811857159033502	3.86176079650671e-66	Modified
MT-CO1_chrMT_6293	66	0.02321640062246393	0.002834808695822915	FALSE	0.020381591926641015	7.786487039127419e-35	TRUE	Equivalent	2.976638703823339	7.786487039127419e-35	Unmodified
MT-RNR1_chrMT_1369	65	0.040888468358146905	0.03813811706558119	FALSE	0.002750351292565713	0.6808360815997433	TRUE	Equivalent	0.8910731993267578	0.6808360815997433	Unmodified
MT-RNR1_chrMT_946	66	0.03271391628638197	0.031167640429967995	FALSE	0.0015462758564139742	0.7947938960600807	TRUE	Equivalent	1.01012416379108	0.7947938960600807	Unmodified
MT-TI_chrMT_4286	65	0.023824304636071728	0.006875942182767197	FALSE	0.01694836245330453	0.0075311748853264145	TRUE	Equivalent	2.1645015221205046	0.0075311748853264145	Unmodified
MT-TL1_chrMT_3258	66	0.005058177761178919	0.0010399948833762847	TRUE	0.004018182877802635	NA	NA	NA	NA	NA	Unmodified
MT-TM_chrMT_4425	66	0.010131696258326543	0.0013006927516604654	TRUE	0.008831003506666078	NA	NA	NA	NA	NA	Unmodified
MTHFD2_chr2_74207794	65	0.013873985512082321	0.009073875763843015	FALSE	0.004800109748239306	0.264831560171942	TRUE	Equivalent	1.9251646586116329	0.264831560171942	Unmodified
MXRA7_chr17_76680662	66	0.06142195620137467	0.006935302042564734	FALSE	0.05448665415880993	1.7019263935018774e-76	FALSE	Not equivalent	2.15695189213812	1.7019263935018774e-76	Modified
NAA15_chr4_139361844	62	0.020265472709399296	0.011593013893961671	FALSE	0.008672458815437625	0.1685998566320283	TRUE	Equivalent	1.7220565873039329	0.1685998566320283	Unmodified
NAP1L1_chr12_76046772	59	0.1150268337279672	0.10295964659898046	FALSE	0.012067187128986731	0.0964541841442835	TRUE	Equivalent	0.45318951987325273	0.0964541841442835	Unmodified
NAP1L4_chr11_2989522	64	0.0019065614510647589	0.0011086474501108637	TRUE	7.979140009538952e-4	NA	NA	NA	NA	NA	Unmodified
NASP_chr1_45607981	65	0.10737657693244024	0.004937455495802903	FALSE	0.10243912143663733	1.2539151457701052e-30	FALSE	Not equivalent	2.4608997326960367	1.2539151457701052e-30	Modified
NA_chr17_22524496	65	0.00369709796261185	0.002399139019846559	TRUE	0.0012979589427652908	NA	NA	NA	NA	NA	Unmodified
NA_chr17_57993710	66	0.070950320351062	0.005159748474037365	FALSE	0.06579057187702463	2.4356307101525743e-41	FALSE	Not equivalent	2.4209119658559555	2.4356307101525743e-41	Modified
NA_chr21_6123451	65	0.05613161779805655	0.05928619660306341	FALSE	-0.003154578805006858	0.6117938071798855	TRUE	Equivalent	0.6662093763515133	0.6117938071798855	Unmodified
NA_chr2_10296101	66	0.00552102536966232	0.006750124879716173	TRUE	-0.0012290995100538533	NA	NA	NA	NA	NA	Unmodified
NA_chr2_21000587	66	0.00271653373116353	0.003288594605329744	TRUE	-5.720608741662139e-4	NA	NA	NA	NA	NA	Unmodified
NCAPD2.SCARNA10_chr12_6510316	66	4.372881708862293e-4	0.0015918902998393516	TRUE	-0.0011546021289531223	NA	NA	NA	NA	NA	Unmodified
NCAPD2_chr12_6495089	65	0.05513974620776656	0.0022488113850079863	FALSE	0.05289093482275857	6.766772111290564e-24	FALSE	Not equivalent	3.1970272653567173	6.766772111290564e-24	Modified
NCKAP5L_chr12_49791280	66	0.004240645659545491	0.0013981565218643415	TRUE	0.002842489137681149	NA	NA	NA	NA	NA	Unmodified
NCOA3_chr20_47637721	66	0.008595277844906825	0	FALSE	0.008595277844906825	0.05695348475158128	TRUE	Equivalent	Inf	0.05695348475158128	Unmodified
NCSTN_chr1_160352115	64	0.024356668382054587	0.022795583099723894	TRUE	0.0015610852823306938	NA	NA	NA	NA	NA	Unmodified
NDUFB3_chr2_201085563	65	0.2610101070586727	2.5900025900025923e-4	FALSE	0.26075110679967245	2.3125137996417592e-15	FALSE	Not equivalent	5.319422787419504	2.3125137996417592e-15	Modified
NEK6_chr9_124312596	65	0.1560283521491897	0.0037518500706986892	FALSE	0.152276502078491	8.459017181062762e-251	FALSE	Not equivalent	2.713620539303892	8.459017181062762e-251	Modified
NFATC2IP_chr16_28964095	65	0.002367447518160745	0.0012115103077232593	TRUE	0.001155937210437486	NA	NA	NA	NA	NA	Unmodified
NFE2L2_chr2_177253379	66	0.0071534555969491286	0.00574304909271438	TRUE	0.001410406504234749	NA	NA	NA	NA	NA	Unmodified
NFE2L2_chr2_177254356	66	9.225069716156871e-4	0.0015700753743328492	TRUE	-6.475684027171621e-4	NA	NA	NA	NA	NA	Unmodified
NFIA_chr1_61100043	66	0.05315595570086441	0.006447170803476221	FALSE	0.046708784897388195	1.4042519574484569e-18	FALSE	Not equivalent	2.221298650633878	1.4042519574484569e-18	Inconclusive
NFIA_chr1_61110916	66	0.031812733504589234	0.00500801676127541	FALSE	0.026804716743313826	0.0698074198594391	TRUE	Equivalent	2.4479971891814283	0.0698074198594391	Unmodified
NFIA_chr1_61169108	64	0.03698623556691553	0.0043859649122807	FALSE	0.032600270654634826	0.0021846288626492434	FALSE	Not equivalent	2.569221651057552	0.0021846288626492434	Inconclusive
NFIA_chr1_61245897	66	7.263862377772e-4	0.002389904492297202	TRUE	-0.001663518254520002	NA	NA	NA	NA	NA	Unmodified
NIBAN2_chr9_127506478	66	0.4150596605878409	0.0473600359233961	FALSE	0.3676996246644448	0	FALSE	Not equivalent	0.7745503456470408	0	Modified
NKD1_chr16_50634805	63	0.06258745298629162	0.06450906785070408	FALSE	-0.0019216148644124603	0.5621981315908028	TRUE	Equivalent	0.6287774501258108	0.5621981315908028	Unmodified
NKTR_chr3_42638974	66	0.017018382612604775	0.01753829931842061	TRUE	-5.199167058158351e-4	NA	NA	NA	NA	NA	Unmodified
NOMO1_chr16_14871618	66	0.010338243286979135	0.002573095067787327	TRUE	0.007765148219191808	NA	NA	NA	NA	NA	Unmodified
NOMO2_chr16_18524555	66	0.009168258731851767	0.0018410796525549322	TRUE	0.007327179079296834	NA	NA	NA	NA	NA	Unmodified
NPEPPS_chr17_47605358	65	0.29529593532558474	0.004389825329335235	FALSE	0.2909061099962495	3.1443585484808974e-79	FALSE	Not equivalent	2.5684130474612163	3.1443585484808974e-79	Modified
NPLOC4_chr17_81588950	64	0.015867737326358027	0.011113726893777072	FALSE	0.004754010432580955	0.005582004255714224	TRUE	Equivalent	1.7564404785424523	0.005582004255714224	Unmodified
NPLOC4_chr17_81629733	63	0.0471072954032702	0.04286530252330021	FALSE	0.004241992879969993	0.628866309033787	TRUE	Equivalent	0.8267405669923216	0.628866309033787	Unmodified
NPM1P39_chr1_27207342	66	0.00870230861626092	0.0019672751676510294	TRUE	0.00673503344860989	NA	NA	NA	NA	NA	Unmodified
NPM1_chr5_171405372	65	0.011070212908353859	0.006618918486405058	TRUE	0.0044512944219488	NA	NA	NA	NA	NA	Unmodified
NRDC_chr1_51791640	66	0.2729758351636437	0.0036771339138656567	FALSE	0.26929870124977806	1.2442430900182337e-53	FALSE	Not equivalent	2.7323410390829235	1.2442430900182337e-53	Modified
OBSL1_chr2_219571108	66	NA	0.0175438596491228	TRUE	NA	NA	NA	NA	NA	NA	Unmodified
OGG1_chr3_9750419	64	0.03964060608420016	0.019583970953421376	FALSE	0.020056635130778787	2.0701377792242306e-70	TRUE	Equivalent	1.320167987110532	2.0701377792242306e-70	Unmodified
OGT_chrX_71574007	66	0.016156870189508635	0.02020653902044896	TRUE	-0.004049668830940326	NA	NA	NA	NA	NA	Unmodified
OSTC_chr4_108667641	65	0.020048171183485775	0.026909737033800035	FALSE	-0.00686156585031426	0.8925970383192926	TRUE	Equivalent	1.102894118119015	0.8925970383192926	Unmodified
OXSM_chr3_25794448	64	0.005717599875180238	0.0010869119396251174	TRUE	0.00463068793555512	NA	NA	NA	NA	NA	Unmodified
P4HB_chr17_81845696	66	0.07902411236125177	0.007034680847865517	FALSE	0.07198943151338626	1.755442368434224e-41	FALSE	Not equivalent	2.1444734288311746	1.755442368434224e-41	Modified
P4HB_chr17_81857992	61	0.02704158642183014	0.029573610526228852	TRUE	-0.0025320241043987127	NA	NA	NA	NA	NA	Unmodified
PAFAH1B2_chr11_117167797	65	0.2639996752107681	0.00373983756067964	FALSE	0.2602598376500885	9.502237934691222e-55	FALSE	Not equivalent	2.716603289335914	9.502237934691222e-55	Modified
PAH_chr12_102852040	66	0.0032415225381740805	0.00345019383559563	TRUE	-2.086712974215493e-4	NA	NA	NA	NA	NA	Unmodified
PAH_chr12_102852230	66	0.16864366499831301	0.00697062689292118	FALSE	0.16167303810539183	5.031179637937612e-110	FALSE	Not equivalent	2.1524934680729	5.031179637937612e-110	Modified
PARVB_chr22_44119087	65	0.09740081791588452	0.0030004515059741076	FALSE	0.09440036640991041	1.3788145514564597e-60	FALSE	Not equivalent	2.9229893538475435	1.3788145514564597e-60	Modified
PAWR_chr12_79589064	66	0.12061721193545259	0	FALSE	0.12061721193545259	5.379441539753046e-9	TRUE	Equivalent	Inf	5.379441539753046e-9	Modified
PAXIP1-DT_chr7_155003957	63	0.011402710761304722	0.010699761506936693	TRUE	7.029492543680297e-4	NA	NA	NA	NA	NA	Unmodified
PDCD11_chr10_103425426	65	0.18163530648991924	0.009462619497400003	FALSE	0.17217268699251922	1.860891829571951e-218	FALSE	Not equivalent	1.8897948353232548	1.860891829571951e-218	Modified
PDIA6_chr2_10784024	66	0.027402025911247237	0.018692080827538995	FALSE	0.008709945083708242	7.892438812230449e-20	FALSE	Not equivalent	1.3538303021985025	7.892438812230449e-20	Inconclusive
PEX13_chr2_61031779	63	0.03247024069049012	0.032478001850243805	FALSE	-7.761159753684466e-6	0.4264761614825515	TRUE	Equivalent	0.9850302254580567	0.4264761614825515	Unmodified
PFKP_chr10_3112271	65	0.36272323323552225	0.026534933593964843	FALSE	0.3361882996415574	0	FALSE	Not equivalent	1.112014139293299	0	Modified
PGPEP1_chr19_18369482	63	0.022486788333242705	0.02323732834572063	TRUE	-7.505400124779259e-4	NA	NA	NA	NA	NA	Unmodified
PGRMC1_chrX_119243975	65	0.08052847095459942	0.01238118250947583	FALSE	0.06814728844512359	3.5892044891612063e-37	FALSE	Not equivalent	1.6690392097011464	3.5892044891612063e-37	Modified
PGRMC2_chr4_128270304	66	0.2587560388596348	0.026555290061835008	FALSE	0.23220074879779976	1.3902018036454214e-45	FALSE	Not equivalent	1.1115143491559554	1.3902018036454214e-45	Modified
PHACTR2_chr6_143829694	64	0.004058636214509947	0.005000902696258468	TRUE	-9.42266481748521e-4	NA	NA	NA	NA	NA	Unmodified
PHACTR4_chr1_28496623	65	0.14970693549936567	0.019328338309897615	FALSE	0.13037859718946807	7.886150544733956e-84	FALSE	Not equivalent	1.3296125832478385	7.886150544733956e-84	Modified
PHIP_chr6_78970882	65	0.018300656493704822	0.02075557203477114	FALSE	-0.0024549155410663187	0.9711570160465718	TRUE	Equivalent	1.2788260172095862	0.9711570160465718	Unmodified
PI4KB_chr1_151307635	65	0.019584552252479435	0.004207593260494665	FALSE	0.01537695899198477	2.170226298371987e-42	TRUE	Equivalent	2.607445890668578	2.170226298371987e-42	Unmodified
PICALM_chr11_85996870	66	0.004730970442259613	0.006505746137027337	TRUE	-0.0017747756947677244	NA	NA	NA	NA	NA	Unmodified
PIGN_chr18_62157203	65	0.44750686556388425	0.005491054108016111	FALSE	0.44201581145586816	4.513945418120293e-49	FALSE	Not equivalent	2.364685513483027	4.513945418120293e-49	Modified
PKM_chr15_72199475	66	0.031431254362278394	0.032836647437924915	TRUE	-0.0014053930756465216	NA	NA	NA	NA	NA	Unmodified
PLCB1_chr20_8457599	62	0.019524911866175932	0.01474829931972788	FALSE	0.004776612546448051	0.882855155980977	TRUE	Equivalent	1.5314611096862176	0.882855155980977	Unmodified
PLCXD1_chrX_299141	66	0.006456524515184343	0.007700918687523377	TRUE	-0.001244394172339034	NA	NA	NA	NA	NA	Unmodified
PLCXD1_chrX_302983	65	0.013152725862273616	0.01257468449378394	TRUE	5.780413684896759e-4	NA	NA	NA	NA	NA	Unmodified
PMS2_chr7_5971345	66	0.23228542407684027	0.006339139543793639	FALSE	0.22594628453304663	0	FALSE	Not equivalent	2.236275567344291	0	Modified
PNN_chr14_39180506	64	0.023822043048362575	0.016576883662720292	FALSE	0.007245159385642283	0.2857813037505975	TRUE	Equivalent	1.442529113023269	0.2857813037505975	Unmodified
PNPLA3_chr22_43948806	66	0.005932487116681513	0.006992043344528762	TRUE	-0.0010595562278472494	NA	NA	NA	NA	NA	Unmodified
POGZ_chr1_151424066	66	0.027081113782902223	0.0036910018495654165	FALSE	0.023390111933336805	2.086451354533003e-58	FALSE	Not equivalent	2.728835795339355	2.086451354533003e-58	Inconclusive
POLE_chr12_132643850	66	0.07557684527304614	0.07072530658075993	FALSE	0.004851538692286217	0.013813568127298637	TRUE	Equivalent	0.5900213459653649	0.013813568127298637	Unmodified
POMGNT1_chr1_46197074	66	0.01452351128069534	0.014355094891229792	TRUE	1.684163894655477e-4	NA	NA	NA	NA	NA	Unmodified
POP7_chr7_100706940	65	0.007269845774070803	0.007080418748412551	TRUE	1.894270256582514e-4	NA	NA	NA	NA	NA	Unmodified
PPP1CB.SPDYA_chr2_28800291	65	0.06372039634747662	0.07825755189553134	FALSE	-0.014537155548054723	0.2613823200763164	FALSE	Not equivalent	0.5498068533615741	0.2613823200763164	Inconclusive
PPP1CC_chr12_110730719	62	0.05191070955260557	0.06999114029798108	FALSE	-0.018080430745375506	8.16791077561729e-11	TRUE	Equivalent	0.5943113797373569	8.16791077561729e-11	Unmodified
PPP1R12B_chr1_202587327	65	0.309287130943875	0.008984949701306665	FALSE	0.30030218124256836	1.4751977318073407e-250	FALSE	Not equivalent	1.9335019872078827	1.4751977318073407e-250	Modified
PRDX4_chrX_23675052	65	0.002759659454813505	0.00133851092853327	TRUE	0.0014211485262802348	NA	NA	NA	NA	NA	Unmodified
PRDX4_chrX_23679225	65	0.023104045911850706	0.006548188357948454	FALSE	0.01655585755390225	2.183021592813142e-12	TRUE	Equivalent	2.2075450088421067	2.183021592813142e-12	Unmodified
PRKAB2_chr1_147158963	66	0.007121442099150854	0.00464573326696141	TRUE	0.0024757088321894433	NA	NA	NA	NA	NA	Unmodified
PRKCSH_chr19_11436069	65	0.029397076326064385	0.020298113952249508	FALSE	0.009098962373814877	2.341470035985201e-13	TRUE	Equivalent	1.2946013422757954	2.341470035985201e-13	Unmodified
PRKDC_chr8_47863519	66	0.0028710732707533755	0.0010647146676304425	TRUE	0.001806358603122933	NA	NA	NA	NA	NA	Unmodified
PRKDC_chr8_47953905	66	0.008885025309739338	0.009765926084361474	TRUE	-8.80900774622136e-4	NA	NA	NA	NA	NA	Unmodified
PRKX_chrX_3607418	66	0.007426803243521472	0.006878767164390359	TRUE	5.480360791311131e-4	NA	NA	NA	NA	NA	Unmodified
PSAP_chr10_71816664	66	0.03734093919326807	0.00497614928512761	FALSE	0.032364789908140464	9.577574315646293e-191	FALSE	Not equivalent	2.453799627212803	9.577574315646293e-191	Inconclusive
PSKH1_chr16_67929534	64	0.03816068114526933	0.03663051134799918	FALSE	0.0015301697972701506	0.14094583727538257	TRUE	Equivalent	0.9140670692044273	0.14094583727538257	Unmodified
PSMD5_chr9_120824506	64	0.02688873980986285	0.022224565313640438	FALSE	0.0046641744962224105	0.1089402540105932	TRUE	Equivalent	1.2310723168301094	0.1089402540105932	Unmodified
PSME4_chr2_53920923	65	0.009065343772235961	0.006614574979689305	TRUE	0.0024507687925466558	NA	NA	NA	NA	NA	Unmodified
PSPH_chr7_56051175	66	0.15176010879494842	0.006253868426174434	FALSE	0.145506240368774	1.6586423491322911e-93	FALSE	Not equivalent	2.2482991619187835	1.6586423491322911e-93	Modified
PTCD3_chr2_86132337	66	0.011270786501321944	0.013210057368000835	TRUE	-0.0019392708666788917	NA	NA	NA	NA	NA	Unmodified
PTP4A1_chr6_63539235	66	0.02306365651437531	0.013129735697080395	FALSE	0.009933920817294916	0.41129370712342317	TRUE	Equivalent	1.622306119564815	0.41129370712342317	Unmodified
PTP4A1_chr6_63574083	66	0.018733589149327507	0.016021237677185798	TRUE	0.0027123514721417094	NA	NA	NA	NA	NA	Unmodified
PTP4A1_chr6_63580541	66	0.0018569631046186973	0	TRUE	0.0018569631046186973	NA	NA	NA	NA	NA	Unmodified
PTP4A1_chr6_63581095	66	0.008611787662912335	0.01108311181444182	TRUE	-0.002471324151529484	NA	NA	NA	NA	NA	Unmodified
PTPRA_chr20_3021373	65	0.06931599868090332	0.010865759215627572	FALSE	0.05845023946527575	7.2817654092471426e-124	FALSE	Not equivalent	1.7749259079407569	7.2817654092471426e-124	Modified
PTPRF_chr1_43597926	65	0.004308293606371992	7.63358778625954e-4	TRUE	0.003544934827746038	NA	NA	NA	NA	NA	Unmodified
PTPRK_chr6_128495146	64	0.02828255446506987	0.023266153891886125	TRUE	0.005016400573183744	NA	NA	NA	NA	NA	Unmodified
PUM2_chr2_20277295	65	0.03657464305842844	0.03137813859351191	FALSE	0.0051965044649165265	0.3769867179290741	TRUE	Equivalent	1.0059949715888612	0.3769867179290741	Unmodified
PUS10_chr2_60954149	65	0.027909564407708486	0.023514032985494437	FALSE	0.00439553142221405	0.9707662737674969	TRUE	Equivalent	1.1924404018603	0.9707662737674969	Unmodified
RAB42_chr1_28594942	65	0.003773095123643693	0.0043706029770712905	TRUE	-5.975078534275974e-4	NA	NA	NA	NA	NA	Unmodified
RABGGTB_chr1_75788142	65	0.014256436426932188	0.015230176858170595	TRUE	-9.737404312384068e-4	NA	NA	NA	NA	NA	Unmodified
RAE1_chr20_57378302	65	0.05489759324510908	0.053555080892141456	FALSE	0.0013425123529676244	0.18960237620921208	TRUE	Equivalent	0.7136689034501771	0.18960237620921208	Unmodified
